date,ai_etf,bitcoin_eur,hang_seng_tech
2024-02-22,0.03824034912354235,-0.011928580115256993,0.00857099815610085
2024-02-23,-0.0019053327972184952,-0.009493043505207965,0.0073589591573046675
2024-02-26,0.015082908203653211,0.07163997682372125,0.011836119923600785
2024-02-27,0.007355368698214848,0.046947911032636735,0.023058151794530524
2024-02-28,-0.0065510475424956915,0.0962036753935771,-0.03795005575154209
2024-02-29,0.004858073438689603,-0.01862316137051223,0.008970847388981129
2024-03-01,0.015204772524795462,0.017774206051176744,0.015460783193013139
2024-03-04,0.011034082757404251,0.0930102684701275,-0.026853628440929755
2024-03-05,-0.019273410746622144,-0.06683651175885852,-0.01630452432158369
2024-03-06,0.013838786549718929,0.03243393860741062,0.03159033715252835
2024-03-07,0.015797059796194945,0.007884712655837012,-0.026300813221058705
2024-03-08,0.0033089656973395165,0.02091679790783374,0.007293732442547274
2024-03-11,-0.024344943070142677,0.05719567171920814,0.03980382334576249
2024-03-12,0.007017659004270538,-0.00876222995899878,0.031934927028299365
2024-03-13,-0.010243433906890642,0.02100144870131948,0.009355855180814387
2024-03-14,-0.01748402202590449,-0.01810218596932267,-0.028605388758841
2024-03-15,-0.009787167438550792,-0.02746597996066935,-0.0012667606690781597
2024-03-18,0.0007282610872698658,-0.025003769669000753,0.01592646071261128
2024-03-19,-0.008803131903283523,-0.08403440905994275,-0.020650186701018036
2024-03-20,0.0014218823662874858,0.09120836667115784,0.002840056050445572
2024-03-21,0.034063933832309656,-0.030016269928097805,0.00019829214414546215
2024-03-22,-0.014842407326545737,-0.020664385911733807,-0.011962708876329331
2024-03-25,-0.002417470932909449,0.09232581702887321,-0.011205095057386427
2024-03-26,0.008843244368456515,0.001971150839581215,0.0007651039657770031
2024-03-27,-0.003376341309158426,-0.007862483647493979,-0.008703686738819938
2024-03-28,0.012106452791574185,0.023594958742339633,0.03202773563861694
2024-04-02,-0.025646276275078872,-0.07370423253780833,0.013065701313612621
2024-04-03,0.009697974424458744,0.0016947314997548535,-0.021440285727280184
2024-04-04,0.007818594852443184,0.03864338970721937,0.008107265357031324
2024-04-05,-0.024323634407931616,-0.009936093845749783,-0.022064130322713704
2024-04-08,0.007812951649502464,0.05311619271468415,0.007350313089479199
2024-04-09,0.004994645538236586,-0.03433584875376394,0.011976731012768749
2024-04-10,-0.012878419848652789,0.03237129097079694,0.00019206641727032014
2024-04-11,0.0011392599742234832,-0.0070434850664369275,0.01661798823190197
2024-04-12,-0.006647265952669956,-0.03352978446654176,-0.02377576426237915
2024-04-15,-0.012942090019326669,-0.05350042543657896,0.003689610901212781
2024-04-16,-0.025648989437534464,0.006653114547777728,-0.027496478700039906
2024-04-17,-0.009567200819655564,-0.04483932162546411,-0.005060444194545988
2024-04-18,-0.0010916918145841281,0.03923263851383352,0.013880398850635967
2024-04-19,-0.03173751568648708,0.0037803092975632335,-0.02922697043900868
2024-04-22,-0.013757696901593897,0.047539211231412803,0.026050327014743413
2024-04-23,0.0330665846157856,-0.010670357688264298,0.022367153918616545
2024-04-24,0.011839447797555636,-0.032369064052637175,0.03397209056785799
2024-04-25,-0.0016514858243242836,0.0006480815776503945,-0.010391189530764122
2024-04-26,0.019957797678460176,-0.008177762489169238,0.05481185982900927
2024-04-29,0.00652796903370878,-0.0011575165770891793,-0.009914849173680906
2024-04-30,-0.012513126611898517,-0.045322135161761645,-0.002642128234541574
2024-05-02,-0.008994712261895077,-0.030736637027044766,0.06571597974133625
2024-05-03,0.0191115347587012,0.061304069484322765,0.012227413447036373
2024-05-07,0.016920510926704546,-0.008904445907743974,-0.012010415853943912
2024-05-08,-0.017133627565084297,-0.017637077519412236,-0.01521432071718909
2024-05-09,0.0010139824805579511,0.027514742548693683,0.024667371156443574
2024-05-10,-0.001245157557582699,-0.03510515698695771,0.00020221565139322273
2024-05-13,0.01816344634126854,0.0333946280295756,0.03210207287147915
2024-05-14,0.010148457091890162,-0.024814382218835362,-0.016494040283109523
2024-05-15,0.011350759094048701,0.07002279368516695,0.002475655419508005
2024-05-16,0.0035216497035261973,-0.013403927889501066,0.014177479195394804
2024-05-17,-0.00507448224743845,0.027128009160268807,0.013021290323724344
2024-05-20,0.006832410843721659,0.06631568448679626,-0.015388611752537806
2024-05-21,-0.004067367571001901,-0.01762633905340505,-0.03139202212117331
2024-05-22,0.011433385845202926,-0.011509295781756523,0.00760066758677036
2024-05-23,-0.0033342066037905793,-0.016243682969659057,-0.02023319817032454
2024-05-24,0.0012104901917713295,0.005897970048116985,-0.03165332503644991
2024-05-28,0.00691984489311781,-0.004142282583736501,0.0026855480929284248
2024-05-29,-0.017164468242465647,-0.006131164460229321,-0.012033180473165483
2024-05-30,-0.007961675331872753,0.008467752267186768,-0.0021860696947695324
2024-05-31,-0.02471351512080222,-0.013418861713181185,-0.019675185988469734
2024-06-03,0.01502385091046965,0.013916408791915691,0.01195989895066396
2024-06-04,-0.009538584963156294,0.027887450775822442,0.0124447099058842
2024-06-05,0.023676550934906615,0.008792569911032055,0.009705159420460907
2024-06-06,0.005711600497290581,-0.006664963099227039,0.006281332485223334
2024-06-07,0.0047688418274947075,-0.012492002564203242,-0.016440831074977513
2024-06-10,0.00303842173228297,0.005970686511024281,-0.00794745531343144
2024-06-11,-0.0009392363995289754,-0.029418015931881314,0.006133832878104206
2024-06-12,0.02799425527356947,0.007541677808200031,-0.006677301433312244
2024-06-13,-0.004550823202408183,-0.015568183728437823,0.008853529941615257
2024-06-14,-0.013777823400460298,-0.007809108441773405,-0.009342630922467898
