date,msci_em,msci_india,nasdaq100,msci_china
2024-02-22,0.0057088487155090295,0.01147926544439759,0.03040213424765792,0.005590765398732156
2024-02-23,0.0004054601973240146,0.010134341887737097,0.002184428028287666,0.0041304724975830265
2024-02-26,-0.006079437989732539,-0.004800445133680942,-0.0020503186392799577,-0.011903556400720605
2024-02-27,0.00326219926600535,-0.004351522949932463,-0.0013561194007930544,0.014538215515143449
2024-02-28,-0.012057986722666336,-0.0017558705016303966,-0.0007457195598952193,-0.01769509616514997
2024-02-29,0.0030170049369171448,0.0024316098084218307,0.005882398176298764,0.018707313812006854
2024-03-01,0.011484823625922846,-0.0002913891049585171,0.009336883688208841,0.0067507638472728
2024-03-04,-0.0029737766964044177,0.0008757474592921977,0.003641001480035433,-0.0008451785190382033
2024-03-05,-0.00854121475054248,-0.004528956068387879,-0.019951809769113926,0.007123954566764512
2024-03-06,0.010802680158621625,-0.0019023214666379351,0.004108967875660063,-0.0026647020446068925
2024-03-07,0.0,0.0034862626521510176,0.006955503159484788,-0.010888528243438111
2024-03-08,0.0043290043290042934,0.0070576000509015024,-0.004642198924559859,0.004187005331528493
2024-03-11,0.0013469827586207739,-0.008617453751286086,-0.010826670380295833,0.0225647076416573
2024-03-12,0.009147161689534444,0.006168047965732892,0.010048383522105908,-0.004268422755006052
2024-03-13,-0.0055985070647827095,0.003783907717551438,-0.004779461252100048,-0.00835003923001687
2024-03-14,-0.0006702412868632157,-0.003607988573838594,0.0055737842796457215,0.000494815471173915
2024-03-15,-0.007645875251508949,-0.006791408276461852,-0.014986985872477931,0.0051600204700232855
2024-03-18,0.002703433360367713,0.004385416563818856,0.014837905805882512,0.009011295168128708
2024-03-19,-0.005931517929361196,0.0031478045949417943,-0.00480252426715444,-0.002692192330817078
2024-03-20,0.004882017900732283,0.0037650304943253055,-4.573739430779877e-05,-0.0050889624329979455
2024-03-21,0.01187584345479098,0.013569885917242397,0.028731958511582167,-0.001296777098767854
2024-03-22,-0.00400106695118696,-0.006752838462593669,0.00047982578772165496,-0.00826961522437808
2024-03-25,-0.0024102838778790048,-0.005109266461690742,-0.007227711824370431,-0.007658232215017935
2024-03-26,0.0016107382550336613,0.0009765654349624953,0.001867608121159936,0.0022470014201949606
2024-03-27,-0.0010720986330742255,0.004592625040127585,-0.005595072198833706,-0.012666221815492262
2024-03-28,0.00845183793936144,0.009400918938453406,0.005779885137033203,0.01073156291769295
2024-04-02,0.009179193827324683,-0.01806718348690506,-0.006993372976894507,0.02097774167982469
2024-04-03,-0.00527287107830221,0.0024621386544796398,0.0016759417840768176,-0.00911918633985953
2024-04-04,0.005565862708719838,-0.0007836771173759249,0.0060194622870111125,0.0034403669724771824
2024-04-05,-0.008170795993674096,-0.010726919247774025,-0.01449981839383696,-0.008333333333333304
2024-04-08,0.007573744352909806,0.0005327483931765187,0.000270448896270592,-0.006191240541160492
2024-04-09,0.0019781089278649855,-0.003276545465385694,-0.0033027852152006654,-0.0009293629934699066
2024-04-10,-0.0010529086601737125,-0.00732942710159723,0.006564985258200373,-0.007773799568067008
2024-04-11,0.005270092226613787,-0.0018613920888027602,0.009207252165459145,0.006110683835446551
2024-04-12,-0.008519003931847902,-0.003914773845521857,0.005823488588041936,-0.003521002082367053
2024-04-15,-0.003569068076669013,-0.0004158864148109398,0.0010379219401068784,0.029535534583202017
2024-04-16,-0.019103210400636783,-0.007333297555397245,-0.01845714816415145,-0.01157711765930336
2024-04-17,-0.0017581823099810379,-0.007364812397843146,-0.015715900497503488,0.011675496651523565
2024-04-18,0.005419319875355599,0.012552791276614572,0.005506921318745084,0.007919228063698602
2024-04-19,-0.009163185554507347,-0.00967331291090523,-0.028991697498939595,-0.007465131239721812
2024-04-22,0.005711954304365552,0.0013718012765711052,-0.0028828054274513404,-0.005280844935189544
2024-04-23,0.007302231237322321,0.015229420719188091,0.019457100329868915,-0.010626757236720907
2024-04-24,0.004698617264062399,-0.0017949507161860723,0.004039189639092333,-0.0027961409212104993
2024-04-25,-0.003607696419027362,-0.011755749319867892,-0.018327593633515327,0.0011949445700742967
2024-04-26,0.016494568861472603,0.00942726383761916,0.02768244952037735,0.02483354434847418
2024-04-29,0.0068601583113456766,0.007086664372769169,0.002509792620766671,0.01382937350796043
2024-04-30,-0.005372117400419207,-0.0028567692046976845,-0.0022448887252354277,-0.007620377409840784
2024-05-02,0.014227374522460812,-0.007041089345003915,-0.01648031093929936,0.015352836512599888
2024-05-03,0.006364462917262115,0.01260242693561242,0.019460421066308742,0.005945118049096809
2024-05-07,0.0005162622612286949,0.006121284676061878,0.01822061462647606,-0.005877899273079135
2024-05-08,-0.0009029927760576539,0.0007471290335445691,-0.0032069009706073848,-0.01068539473931962
2024-05-09,0.00012911555842465283,0.00633766228860444,-0.0004514247963574025,0.012976567496658875
2024-05-10,0.004776658920733423,0.005712300652665148,0.0019600093160603294,-0.003492751197308075
2024-05-13,0.006424257998201233,0.003504658152208684,0.0012875482172762798,-0.0024534760716817816
2024-05-14,0.00038299502106475813,-0.002968934682206825,0.0006668164964973577,-0.006394821697561559
2024-05-15,0.0059979581419091765,0.011798022056988655,0.007091719836094912,-0.004565719913022792
2024-05-16,0.004059368260814544,0.006179595522980641,0.009786109426615841,-0.00029310246774783
2024-05-17,0.004295641187618271,-0.0017756742884960097,-0.006615189724193171,0.016257064003154298
2024-05-20,-0.002138633790413902,0.006894352075430543,0.008192877614076943,-0.006945838380706615
2024-05-21,-0.00655572365103374,-0.004777560088052635,0.0006465431909878916,-0.004193384736185246
2024-05-22,-0.0002538071065989467,0.002303746930244488,0.007768728936466074,0.0023533858209530134
2024-05-23,-0.004061944656004179,-0.011050371623932409,0.0046590381083082555,-0.013857651686149275
2024-05-24,-0.003696150904919593,-0.005195005505394978,-0.0022451740486605365,-0.010447280025790762
2024-05-28,-0.0021747473455290267,-0.005393767616731382,0.00011982116100339724,-0.001157758783132956
2024-05-29,-0.011923076923077036,-0.010223906854764375,0.0012439537198820627,0.0050925925925924265
2024-05-30,-0.005190086933956062,-0.01070356300253783,-0.010833163551163816,-0.0020098140204987125
2024-05-31,-0.01643406808399639,0.0028022117800492463,-0.020073716779126283,-0.010758057839594048
2024-06-03,0.01299562392255682,0.005680655593684136,0.010166195327637073,-0.003932022162473903
2024-06-04,-0.016756119910983136,0.0023396875336541,0.0012413727654141393,0.013921008366209797
2024-06-05,0.02063639994674471,0.0071473030778848035,0.021224134053081434,-0.003092044405537675
2024-06-06,0.004826506652752416,0.001776885241696613,0.004568766397147206,-0.004199960200832686
2024-06-07,0.0016876541607164786,0.005837336987843278,0.009432266184108196,0.0009710137284886233
2024-06-10,0.007776049766718529,-0.002131137412513473,0.002105883738492409,0.0029580485087270514
2024-06-11,-0.008359053497942415,0.0007588232796331695,0.004475887592711336,-0.006632369117795411
2024-06-12,0.0068732978861367755,0.0049777198412968016,0.01572286575371762,0.0020985594044338196
2024-06-13,-0.005667181865018023,-0.007195069557884737,0.007830388990698323,-0.003649044065046736
2024-06-14,0.010492227979274737,-0.0016241178601051898,0.007510351126817971,0.006445506586333805
2024-06-17,0.0007691321625431513,0.0013523070140368798,0.003198853223585152,-0.002708731924959129
2024-06-18,0.009991033687716255,0.0031825418873268063,0.0070618656370111665,0.0037203782795041107
2024-06-19,0.009258084971464964,0.0004143046337898859,0.004404585826212948,-0.006846331758925239
2024-06-20,-0.0033928122643880343,0.0035292949909189186,0.001389446350615664,-0.007224105019472349
2024-06-21,-0.0026478375992939895,0.005711434858499453,-0.011187773183109151,-0.002334670371106351
2024-06-24,-0.00025284450063201014,0.008825334404189311,-0.007269056656864725,-0.0038203503540812367
2024-06-25,-0.006575619625695417,-0.007832301922033102,0.004135375623989468,-0.010248717804337226
2024-06-26,0.0010183299389001643,-0.002727022046735139,0.0056506641654603396,0.006914051054843773
2024-06-27,-0.0006358087487283726,0.0012983865969111719,0.00019215938550543044,-0.007817337965002724
2024-06-28,0.0053441913729481705,0.0013029643877815467,0.0021253169331671984,0.0026951669371713116
