date,msci_em,msci_india,nasdaq100,msci_china
2024-06-17,39.035,544.1556204583567,1049.37581516676,3.868082727780884
2024-06-18,39.425,545.8874185136897,1056.7863661761967,3.8824734587446446
2024-06-19,39.79,546.1135822007075,1061.4410724259915,3.8558927574008566
2024-06-20,39.655,548.0409781308412,1062.9158878504672,3.82803738317757
2024-06-21,39.55,551.1710784772238,1051.024225984473,3.8191001777195774
2024-06-24,39.54,556.0353475587029,1043.3842713380545,3.8045098770033547
2024-06-25,39.28,551.6803108373006,1047.6990572201998,3.7655185288901336
2024-06-26,39.32,550.1758664668976,1053.6192527390206,3.79155351624684
2024-06-27,39.295,550.8902074378622,1053.8217155671837,3.7619136609979438
2024-06-28,39.505,551.6079977597312,1056.061420703818,3.7720526463175585
2024-07-01,39.425,548.5274082696964,1045.7533991432297,3.7845036319612584
2024-07-02,39.335,550.2853760238272,1056.7107222635889,3.7769918093819803
2024-07-03,39.775,552.0272946412016,1061.6169108103097,3.758575931763397
2024-07-04,39.89,552.1031341350601,1064.9121184088808,3.7141535615171137
2024-07-05,39.785,552.8123572535992,1070.6995201181248,3.69139904023625
2024-07-08,39.96,556.07835889854,1077.7305488819072,3.676954352245426
2024-07-09,40.045,552.144730854606,1080.7621161672216,3.7264150943396226
2024-07-10,40.2,555.5492151431209,1082.0129270544783,3.7156048014773777
2024-07-11,40.395,562.5424970087436,1064.1785549930971,3.7653014265991716
2024-07-12,40.525,568.7960975609756,1069.543645699615,3.7511461580781225
2024-07-15,40.14,571.0562511474207,1066.7377455480082,3.742427024049936
2024-07-16,40.14,577.3273928604203,1067.5048178397726,3.7597503900156015
2024-07-17,39.55,582.0238529761361,1041.7939105787696,3.7641949346255834
2024-07-18,39.26,581.0385480910427,1030.3414096916301,3.7729441997063144
2024-07-19,38.96,569.2460356716007,1028.4177622506206,3.801599705801232
2024-07-22,39.065,569.986599320415,1038.270456423914,3.765267701349986
2024-07-23,39.11,572.8578379872822,1046.166251958345,3.7056492489171506
2024-07-24,38.705,567.2734126764461,1027.5763446812437,3.698680690100563
2024-07-25,38.41,567.1908068978236,1003.0892659535226,3.685909258576171
2024-07-26,38.58,572.5117509440912,1004.4211108040894,3.6888643271621993
2024-07-29,38.545,573.2292365283298,1001.9410296700249,3.6703946760329047
2024-07-30,38.54,574.0826796116505,990.7229773462783,3.658899676375405
2024-07-31,39.35,579.3453967667436,1019.9907621247114,3.764434180138568
2024-08-01,38.98,566.8978954684459,1013.6687980724678,3.7290334538040963
2024-08-02,37.52,550.7316831683169,958.5900256692337,3.716538320498717
2024-08-05,36.355,539.4010376004384,926.2417823228634,3.6851716581446308
2024-08-06,36.655,539.0561180237877,953.2252516010979,3.6495882891125344
2024-08-07,37.475,544.3637634410767,960.1684827396757,3.651680249061441
2024-08-08,37.8,546.8554066678878,960.2269646455394,3.666422421688954
2024-08-09,37.915,549.3873919017956,963.7962623671675,3.646940271161598
2024-08-12,38.175,547.2254103009789,970.7894977586681,3.640106120208581
2024-08-13,38.29,551.2649290393014,980.1673944687046,3.631823144104804
2024-08-14,38.01,553.0635670177987,987.3501634580458,3.609698510715583
2024-08-15,38.61,564.7247844316835,1011.6536323033451,3.6350378269984507
2024-08-19,39.1,570.6869788001803,1008.6603518267929,3.6409562471808745
2024-08-20,38.7,569.1320053908355,1011.6836477987421,3.574061096136568
2024-08-21,38.75,572.8307730941705,1013.4529147982063,3.57847533632287
2024-08-22,38.485,571.9168610511159,1013.4989200863931,3.5574154067674586
2024-08-23,38.755,579.3663351206434,1000.7192135835567,3.577301161751564
2024-08-27,38.5,581.5062365879827,1002.050965665236,3.53898426323319
2024-08-28,38.52,583.8710071942445,991.9874100719422,3.526079136690647
2024-08-29,38.845,587.1094917396407,1010.6107249255215,3.554753091992417
2024-09-02,38.705,588.6110477824948,1011.3810857194472,3.5308463553427876
2024-09-03,38.32,582.732481934257,991.1618219686678,3.5542877841166347
2024-09-05,37.98,575.3241449144914,968.8568856885689,3.552925292529253
2024-09-06,37.415,571.0511991338085,948.7111792835874,3.51159433366417
2024-09-09,37.735,576.0849592169657,961.0114192495923,3.480152256661229
2024-09-10,37.62,575.6231817769307,970.8684998638714,3.4658317451674376
2024-09-11,37.595,567.822403051494,968.8311688311688,3.4801562074289345
2024-09-12,37.685,577.416740111974,994.4013003431462,3.4332671121545966
2024-09-13,37.9,585.857730227519,1006.1394005055978,3.4377934272300474
2024-09-16,37.77,588.1072511678046,994.2853934602947,3.4243621990657562
2024-09-17,37.98,590.8204085305499,1005.4890668586341,3.446414109601368
2024-09-18,37.845,588.7646519158122,995.2245907537329,3.443065299514301
2024-09-19,38.38,595.7982904757638,1018.5288056625749,3.461159394319505
2024-09-20,38.43,598.3709182942124,1010.0340440781222,3.4698082780863646
2024-09-23,38.885,603.7167350611952,1021.4272858171347,3.5241180705543558
2024-09-24,39.79,604.7756314847942,1017.16457960644,3.76386404293381
2024-09-25,39.86,600.5642651814588,1025.5647682357169,3.749550844412505
2024-09-26,40.945,603.6870034001431,1023.1746599856837,4.029974946313529
2024-09-27,41.155,609.7215873869031,1025.7099346053928,4.13132670429096
2024-09-30,40.69,605.1203880007185,1025.6205317046883,4.342554338063589
2024-10-01,40.555,604.1812008674437,1020.5837173579109,4.422155959157856
2024-10-02,41.54,605.7295391579901,1028.1665912177455,4.764599366229063
2024-10-03,41.23,595.9992566403771,1024.866285921494,4.786510742453087
2024-10-04,41.73,599.8156158892128,1034.7758746355685,4.9585459183673475
2024-10-07,42.02,601.0502351011482,1040.0127574266448,5.1781483506469845
2024-10-08,41.14,598.344393442623,1040.5209471766848,4.708105646630236
2024-10-09,41.11,603.497303226986,1055.7637809671817,4.377475089130633
2024-10-10,41.12,605.1579935985369,1058.7197073616828,4.409007773205304
2024-10-11,41.34,610.3878010423334,1060.0368473987382,4.4286367376794376
2024-10-14,41.395,614.5355431295261,1068.0997341644515,4.369878082317353
2024-10-15,40.685,615.6924003673093,1062.295684113866,4.18732782369146
2024-10-16,41.03,613.1289568179725,1059.2671024767517,4.245465426756284
2024-10-17,40.915,620.0980888191303,1070.9352783676486,4.120579817191396
2024-10-18,41.32,619.2456396097921,1069.6576477084484,4.338302963371986
2024-10-21,40.915,615.2122940360612,1068.0073971336108,4.310772075820619
2024-10-22,41.0,615.1443280540891,1075.2986940816893,4.393813096230434
2024-10-23,40.955,608.7296169186532,1068.6392727947314,4.377144977274836
2024-10-24,40.66,606.19868107509,1065.8539761706843,4.318832548258983
2024-10-25,40.85,608.1112508107108,1084.646900769017,4.383396645974242
2024-10-28,40.91,607.3288050314466,1077.8116907140216,4.39511653718091
2024-10-29,40.875,608.2930440007394,1080.4400073950821,4.369569236457756
2024-10-30,40.27,605.7690096729618,1080.027637033625,4.3049286043298025
2024-10-31,39.84,592.4452099604888,1047.8268859689422,4.2828264265368
2024-11-01,40.28,602.2986265460587,1061.103932065719,4.3261953110577815
2024-11-04,40.34,595.0785464742117,1052.9117403695873,4.389077870736417
2024-11-05,40.505,600.1484903934127,1057.7275388838061,4.4885635864592865
2024-11-06,40.635,624.3693269947801,1100.4101416853096,4.485458612975392
2024-11-07,41.33,627.8449740836727,1114.1148648648648,4.6695668271010735
2024-11-08,40.58,634.1271888412016,1124.6501212912856,4.457921253965291
2024-11-11,40.705,639.548472874038,1128.7021775858832,4.5719917401914785
2024-11-12,40.025,632.177403473595,1131.7809470017885,4.487244657817942
2024-11-13,39.915,633.5024462747325,1138.1615071475906,4.580138218309193
2024-11-14,39.875,632.1434662867996,1140.550807217474,4.500474833808167
2024-11-15,39.885,621.4061018878664,1110.1223792809033,4.441703823166683
2024-11-18,40.135,621.2304406076046,1111.661477497877,4.398999905651476
2024-11-19,40.16,618.7786597451628,1110.7409155261914,4.413402548371873
2024-11-20,40.14,618.569761927345,1116.8275633121502,4.437731196054254
2024-11-21,40.245,629.444210827843,1129.8768261243197,4.487730354244248
2024-11-22,40.595,634.1886531630988,1137.5923970432946,4.348660842853029
2024-11-25,40.36,639.1518238993709,1135.3535353535353,4.2948351438917465
2024-11-26,40.25,638.9232729353424,1138.1842456608813,4.300972725538814
2024-11-27,39.89,644.2929837182886,1118.3074592957214,4.368553578190079
2024-11-28,39.765,644.9535572822895,1129.0628257367575,4.315360560977922
2024-11-29,40.07,647.2684444444444,1131.404255319149,4.390543735224585
2024-12-02,40.425,646.6141992950367,1149.9190244831855,4.417357340192435
2024-12-03,40.445,644.1819107431725,1153.0497668664955,4.422875630412028
2024-12-04,40.46,650.3280180970504,1164.928639391056,4.3710751665080885
2024-12-05,40.625,647.8725957302097,1160.8256187417344,4.376535046287549
2024-12-06,40.655,646.384008327025,1166.8433005299016,4.418054504163512
2024-12-09,41.54,644.662995640637,1164.224791508719,4.762130401819561
2024-12-10,40.995,645.8963176895306,1165.9509785293558,4.4765342960288805
2024-12-11,41.11,643.2954545454545,1182.771107299409,4.4625500285877635
2024-12-12,40.97,639.9518104518964,1185.1246775580396,4.488392089423904
2024-12-13,40.88,631.0682079603885,1180.6989144924776,4.3934488668824985
2024-12-16,40.735,632.8072378686966,1197.9638439581352,4.365366317792579
2024-12-17,40.555,630.2773762989798,1198.4300695967204,4.4170082944036615
2024-12-18,40.615,633.9440928999228,1214.5627994590418,4.462905718701701
2024-12-19,40.35,615.6378710673615,1177.7552596023934,4.448948079521328
2024-12-20,40.255,619.1458787995014,1153.7923099050724,4.422284015725381
2024-12-23,40.22,617.1905661797214,1179.3857760691976,4.416146083613647
2024-12-24,40.675,619.9948369722035,1185.4765797826294,4.480138501490814
2024-12-27,40.075,619.9624148844347,1170.739426488923,4.463412295003357
2024-12-30,39.855,614.2355923897378,1158.9699240895552,4.478716248678774
2024-12-31,39.95,618.0455751955955,1164.5899739206027,4.4007534048101995
2025-01-02,40.505,614.6461958110083,1175.6648806624453,4.324403312226011
2025-01-03,40.505,614.9755529685681,1176.4066744276292,4.253977493209158
2025-01-06,40.56,620.9106641000963,1190.0962463907604,4.230028873917228
2025-01-07,40.315,616.9182715929974,1176.3618338330593,4.266370055131056
2025-01-08,40.155,609.7252781546812,1172.3105252955997,4.25857724365187
2025-01-09,40.155,608.3777199456205,1171.861623616236,4.245484560108759
2025-01-10,39.725,598.4415579851619,1166.233893010543,4.200507614213198
2025-01-13,39.53,599.8650917610308,1151.3959390862944,4.202459976571651
2025-01-14,39.675,600.6646550887747,1155.0305617541478,4.2902881536819635
2025-01-15,40.07,614.4149285644863,1177.004567985227,4.287102731072019
2025-01-16,40.24,614.166640017479,1178.6851815886578,4.281413866770246
2025-01-17,40.6,617.4223483594587,1195.5992600525753,4.346217505598287
2025-01-20,40.675,618.3982907624352,1183.6374111772614,4.361436527751104
2025-01-21,40.38,622.9595416626715,1176.5461693355069,4.315850033560265
2025-01-22,40.45,624.2615547227828,1200.4804458537521,4.296146824252907
2025-01-23,40.47,630.5865002400385,1196.7100336053766,4.28612578012482
2025-01-24,40.515,633.8328256933194,1190.5006194605928,4.334318116839799
2025-01-27,39.68,632.5303441044705,1152.5307406348297,4.316023258030693
2025-01-28,39.925,642.2123417721518,1167.9228998849253,4.302838511699272
2025-01-29,40.52,641.8327802303262,1173.8387715930903,4.359884836852207
2025-01-30,41.025,640.2268527430222,1177.6900866217516,4.384023099133783
2025-01-31,41.17,642.7447017950203,1203.300521134916,4.368847712796757
2025-02-03,40.935,640.9872389791183,1166.1639597834494,4.323279195668987
2025-02-04,41.3,641.23083550159,1186.7037679483474,4.382769586585718
2025-02-05,40.975,642.4804210728706,1181.1863103249375,4.302057296673716
2025-02-06,41.225,642.4572700125228,1195.6266255659377,4.340622290723437
2025-02-07,41.44,640.3245870049385,1197.95681223976,4.415609567154062
2025-02-10,41.905,637.162169609936,1208.3361148845333,4.431399184940812
2025-02-11,41.75,640.1298947876447,1200.8976833976835,4.390752895752896
2025-02-12,41.6,634.2719958967443,1187.9888268156424,4.425929493353881
2025-02-13,41.65,640.2098050458716,1199.9904434250766,4.383600917431193
2025-02-14,41.74,641.4019445238775,1203.1264893718426,4.449528167000286
2025-02-17,42.21,644.2161658080519,1208.0709788208358,4.427590154550658
2025-02-18,42.45,643.4447324078507,1211.0866443274294,4.390617520344663
2025-02-19,42.475,643.2225985989828,1214.9026005181843,4.4151233087035795
2025-02-20,42.535,642.3270792761905,1198.9333333333334,4.423809523809523
2025-02-21,42.905,634.0745490533561,1200.9562057754829,4.503729202524383
2025-02-24,41.94,630.0842728836232,1174.2595069749666,4.434358876361552
2025-02-25,41.66,627.5838960525065,1142.2714734138685,4.41263197945401
2025-02-26,42.39,633.9868205666318,1155.1763808070207,4.4596012591815315
2025-02-27,42.025,635.6293296143118,1161.0560738674617,4.474367606040204
2025-02-28,41.08,630.122853012048,1133.7831325301204,4.412530120481928
2025-03-03,40.98,635.7977303070761,1137.5834445927903,4.367728399771123
2025-03-04,40.305,612.5199755271084,1083.5843373493976,4.283697289156627
2025-03-05,40.65,608.4324995366079,1072.8359592215013,4.264133456904541
2025-03-06,40.62,613.2897635166466,1083.8727626819993,4.332745989056848
2025-03-07,40.35,604.7423559822747,1063.5339734121123,4.285450516986707
2025-03-10,39.775,603.4925203101922,1040.2141802067947,4.2466765140324965
2025-03-11,39.49,588.7418199303901,1015.405751969225,4.259021798864261
2025-03-12,39.83,591.9860371118868,1033.5293036928163,4.282197317655704
2025-03-13,39.72,585.8625691116845,1019.1095650571324,4.2803169922594915
2025-03-14,40.275,590.3739130434781,1032.3191469804208,4.3845941722584785
2025-03-17,40.805,594.7715410676677,1030.4550865305373,4.369563226810731
2025-03-18,40.745,591.6348350543726,1019.8117518048067,4.347436717536324
2025-03-19,40.925,599.203284102376,1033.574901385194,4.347307586459958
2025-03-20,40.7,602.6821371302184,1035.6754216201273,4.306515528522717
2025-03-21,40.695,599.2284390604772,1041.3282781579435,4.259293508415018
2025-03-24,41.005,610.3390157407407,1069.1944444444443,4.284259259259259
2025-03-25,40.9,612.1747539616347,1073.458761931239,4.297099434714114
2025-03-26,40.775,612.2651925223215,1070.5357142857142,4.293154761904762
2025-03-27,40.98,609.9406906767892,1056.50402740487,4.2958985279140816
2025-03-28,40.015,598.2047473907824,1019.7805486284291,4.244019580677935
2025-03-31,39.755,596.4946510122954,997.5593972450771,4.221133401127854
2025-04-01,40.215,604.5225386824794,1029.68590753266,4.217177800426202
2025-04-02,39.98,604.5797466605251,1029.8479963150623,4.208198986642101
2025-04-03,38.595,580.324647963801,970.1357466063348,4.076923076923077
2025-04-04,36.55,554.3111821086262,935.8922866271109,3.9689639434048383
2025-04-07,35.19,524.6524908290536,872.1570066030814,3.7500000000000004
2025-04-08,35.85,543.060104052574,936.4275282949983,3.789704271631983
2025-04-09,34.465,529.9480047484248,904.0452926673363,3.8599214683590546
2025-04-10,35.91,547.3192703402698,942.0023220505493,3.8867553809056004
2025-04-11,35.845,544.9846478873241,921.1267605633805,3.8503521126760565
2025-04-14,36.67,564.5505604017975,953.3879636972421,3.889329456339765
2025-04-15,36.95,572.2875099725201,957.3620246432052,3.886180303164613
2025-04-16,36.52,559.7320933497106,925.6656430952798,3.891910861554659
2025-04-17,36.455,549.7217724192553,918.6829182434216,3.8827774355363895
2025-04-22,36.665,546.2612679509633,915.5866900175131,3.9028021015761825
2025-04-23,37.55,560.8154998674091,956.0682400777865,3.9591620259878018
2025-04-24,37.75,563.0671673076923,959.9288724973655,3.926062521952933
2025-04-25,37.675,560.8891552270327,970.6089405139035,3.9273143259415697
2025-04-28,37.75,566.4007223535593,968.9169074511864,3.896331319499169
2025-04-29,37.915,571.9540079051384,976.5480895915678,3.90689503732982
2025-04-30,38.06,569.4756157852918,975.9222212412819,3.9092434007239336
2025-05-02,39.185,580.2053001328021,1019.9003098716247,4.0
2025-05-06,39.46,580.3226600985221,999.4722026741731,4.009500351864884
2025-05-07,39.085,579.736835118152,999.9114965926188,4.0065492521462085
2025-05-08,39.195,587.93504230872,1023.7956800570055,4.064309254475817
2025-05-09,39.425,586.7623508491154,1020.3896150084466,4.062416644438517
2025-05-12,40.765,602.4167331108505,1072.7777577342833,4.199512943086497
2025-05-13,40.675,604.1162732474965,1085.1849070100143,4.157725321888412
2025-05-14,41.015,600.9623357794882,1089.4940039377125,4.1999284052264185
2025-05-15,40.87,601.9248922856889,1090.551533029409,4.138732457316528
2025-05-16,40.975,605.1879817253425,1093.4336647854518,4.135984950282182
2025-05-19,40.71,608.039345312222,1086.1056751467709,4.103362391033624
2025-05-20,40.62,609.5939930863321,1083.6731076050344,4.101223187378124
2025-05-21,40.62,602.9182213787624,1083.4142466237092,4.109806690793539
2025-05-22,40.35,598.6800531914894,1076.5957446808513,4.1081560283687955
2025-05-23,40.27,595.5887645195353,1052.0943329813445,4.07250967969025
2025-05-27,40.205,604.2377939618644,1077.5070621468926,4.022775423728814
2025-05-28,40.21,605.1065958200495,1086.4328728303224,4.03028692879915
2025-05-29,40.14,599.8399885674083,1076.0707061823937,4.0286694222144055
2025-05-30,39.67,601.307839076408,1076.2316030668899,4.011633030757028
2025-06-02,39.495,598.4622541735862,1069.3121230661657,3.9620662529499175
2025-06-03,39.945,606.0116490765171,1092.3364995602462,4.025505716798593
2025-06-04,40.3,607.9836909871244,1090.303932731891,4.042217745467286
2025-06-05,40.58,606.7423698007689,1095.071653268088,4.044914365606431
2025-06-06,40.71,609.2400737230121,1093.0314200456382,4.044233807266982
2025-06-09,41.05,608.5592355516638,1094.5709281961472,4.063922942206656
2025-06-10,41.195,608.2872642913419,1095.1588899588548,4.020835157139105
2025-06-11,41.325,610.2994550361278,1097.588578392966,4.029772786628362
2025-06-12,40.72,605.9018648018648,1083.4844168177501,4.0145040145040145
2025-06-13,40.175,600.6461391966759,1079.9861495844875,3.9949792243767313
2025-06-16,40.69,601.8186298763084,1086.7572009341754,4.009168757027939
2025-06-17,40.49,597.1861521038419,1091.210035717397,4.017771582890496
2025-06-18,40.345,597.0244359264746,1088.9450300548829,4.008188866626013
2025-06-19,39.865,589.5914825126154,1070.297546546024,3.976857490864799
2025-06-20,40.08,593.9644280506857,1072.0361048429093,3.9697101197708737
2025-06-23,40.055,594.5661713890809,1080.057619212163,3.9771941948859713
2025-06-24,40.9,607.0122312198484,1092.5223983459682,4.028256374913853
2025-06-25,41.025,606.8720456299855,1092.8896131743718,4.057809417617292
2025-06-26,41.05,611.4317206598855,1098.6088554577316,4.0379519617061295
2025-06-27,40.94,616.9720180902807,1102.9951361037631,3.999488010922434
2025-06-30,40.73,617.7519608009502,1099.4400135754283,3.9971152214491767
2025-07-01,40.82,624.2127869546802,1096.1457009741634,3.9983058026260054
2025-07-02,40.925,619.682113917613,1099.6779115104257,3.9881335819630443
2025-07-03,41.31,626.5798843143925,1113.4739707383465,4.047294998298741
2025-07-04,40.825,622.4421803362201,1105.6206486670064,4.052470708099847
2025-07-07,40.96,622.6069885538567,1114.2051763901939,4.043734517809857
2025-07-08,41.125,617.2114857130672,1107.983623336745,4.077959740702831
2025-07-09,41.02,618.6910674972268,1119.5494496117417,4.07799300281594
2025-07-10,41.2,624.8336350427351,1119.4720512820513,4.1119658119658125
2025-07-11,41.105,616.8496757635384,1116.0920523569166,4.113268885276756
2025-07-14,41.19,615.606594358227,1117.3797479207753,4.1370144902683705
2025-07-15,41.78,613.872213121821,1136.4772825243556,4.133977066988534
2025-07-16,41.505,610.6704968196665,1121.1964930376485,4.122399862472065
2025-07-17,42.21,618.7560284605432,1139.456662354463,4.165588615782665
2025-07-18,42.135,615.5923922580645,1136.516129032258,4.204731182795698
2025-07-21,42.215,618.9832920051305,1138.4352287302268,4.2094912355707566
2025-07-22,41.93,614.9697813324257,1120.054454181911,4.228707564026206
2025-07-23,42.28,621.668632115548,1120.4757858963465,4.228547153780799
2025-07-24,42.135,620.8232542113323,1132.2103113833589,4.259060745278203
2025-07-25,41.915,616.7910996592844,1134.7529812606474,4.235945485519592
2025-07-28,42.225,623.2755911287537,1155.8508802209183,4.296686227131516
2025-07-29,42.5,621.3612507579038,1159.8094413165873,4.326548289302728
2025-07-30,42.52,623.1846676604699,1173.9740441950191,4.366888810943529
2025-07-31,42.445,618.7204774419624,1174.5948313622428,4.281208935611038
2025-08-01,41.495,600.4500958218232,1125.5179558011048,4.194578729281767
2025-08-04,41.87,609.3533197925669,1144.8573898012098,4.240276577355229
2025-08-05,42.02,609.5662260238466,1141.696906860204,4.274235355106272
2025-08-06,41.84,610.2704648769192,1139.548846384767,4.251651084998714
2025-08-07,42.395,609.2638799828546,1149.5927989712816,4.254607801114445
2025-08-08,42.15,613.46113068133,1160.1118652805226,4.2658303978004986
2025-08-11,42.425,612.9198691234717,1166.6953676597211,4.2870673325297055
2025-08-12,42.5,618.830086524458,1165.081812730232,4.311231046003598
2025-08-13,42.92,625.9879741968557,1169.6855775803142,4.344668489405331
2025-08-14,42.66,626.9386570496307,1173.1066460587326,4.321226172076249
2025-08-15,42.5,628.464262631444,1162.3493203385483,4.351543130717278
2025-08-18,42.79,627.1250548885079,1163.6363636363637,4.408233276157804
2025-08-19,42.64,628.3981624592134,1160.9136184097542,4.392065945388975
2025-08-20,42.445,625.4946656939317,1137.584756673247,4.460990472920779
2025-08-21,42.63,625.1109202929771,1142.446617837139,4.493752692804825
2025-08-22,43.005,636.197691848058,1152.198036705079,4.577464788732394
2025-08-26,43.01,631.7722384470023,1154.8166122659338,4.6512626696443915
2025-08-27,42.78,636.737821603506,1157.645784996133,4.563031709203403
2025-08-28,42.725,634.2150179763739,1161.4449580551277,4.672487587741825
2025-08-29,42.445,634.0076857240671,1149.9486477233822,4.715850736049298
2025-09-01,42.495,635.8235511145273,1147.901187121018,4.6972414382099235
2025-09-02,42.445,625.7341141089535,1141.4332359511945,4.68937961849115
2025-09-03,42.665,629.0929628676786,1154.10342166195,4.645484949832776
2025-09-04,42.545,632.6390642973645,1156.4941196669242,4.5518928663404585
2025-09-05,42.735,631.3135734403005,1151.76239651788,4.634292054280106
2025-09-08,43.09,631.9567718075159,1161.3671144363204,4.627189253528312
2025-09-09,43.505,637.0120553562276,1163.1641893046299,4.636511190842303
2025-09-10,43.97,634.4502822201317,1171.983237834602,4.630975797485675
2025-09-11,43.985,643.3310764510355,1172.0787522372796,4.762209153669138
