date,strategy_1,strategy_2,strategy_3
2025-10-17,1147.7667440904763,1256.9055540011518,1615.5224040789699
2025-10-20,1159.606535543714,1274.4711697574983,1666.4789491832391
2025-10-21,1163.8394867437453,1279.183061483011,1656.4329526910096
2025-10-22,1160.347134282258,1271.9533004106877,1621.065694222229
2025-10-23,1161.868723850422,1277.3968329834763,1646.0952333275836
2025-10-24,1167.3955618521854,1290.1834902112062,1672.8142324366331
2025-10-27,1170.0183910871478,1302.5341318451365,1710.1990297920488
2025-10-28,1166.1540960047328,1301.5709015635766,1697.152261881252
2025-10-29,1166.849499231938,1315.7715654687963,1698.586017139782
2025-10-30,1165.0705703136318,1308.224442031206,1673.39601989719
2025-10-31,1160.7602264339735,1303.910958320491,1683.1789445933293
2025-11-03,1159.21488197285,1306.4245201421559,1674.677923841579
2025-11-04,1156.844933393044,1295.093502985659,1619.339717305952
2025-11-05,1158.8894399051446,1298.538204015187,1623.8058692436457
2025-11-06,1150.5215489212449,1286.4179759890158,1596.8377233470633
2025-11-07,1145.8671031305405,1271.0026993481174,1570.956323725179
2025-11-10,1157.9283736895632,1294.8437351366488,1625.4518005491263
2025-11-11,1166.3450155051487,1294.925844425266,1605.511308305051
2025-11-12,1173.559837307674,1298.0358243373723,1595.2948953770965
2025-11-13,1163.5244717293424,1287.8712866531603,1565.6423466780789
2025-11-14,1159.4506910866698,1283.579862984223,1541.73811865408
2025-11-17,1154.451469089149,1277.7745441333618,1513.578022345269
2025-11-18,1142.4896624939097,1260.7487853838545,1489.3063219121398
2025-11-19,1142.267100632413,1262.282529583011,1478.3714615734664
2025-11-20,1146.1000598126393,1267.1542070479331,1461.6616396222976
2025-11-21,1140.8206223836055,1244.9910001571704,1418.9271978378706
2025-11-24,1150.1082224036759,1261.349489892769,1473.9736346475545
2025-11-25,1155.1777530270404,1260.518704039512,1467.2097668973054
2025-11-26,1166.4938019967394,1276.5087568704848,1501.4435729383408
2025-11-27,1165.9606922982791,1275.2882142319431,1501.6433544010852
2025-11-28,1170.3842901029234,1282.3193500350699,1510.381732533897
2025-12-01,1165.4874144761259,1279.774528364459,1488.958967250793
2025-12-02,1162.6798130938432,1276.5744679586592,1504.8453053798119
2025-12-03,1164.7643310507822,1278.721363854052,1522.431076850939
2025-12-04,1168.0112381401023,1283.22072407245,1536.235066402359
2025-12-05,1172.2521038195891,1291.156954299518,1535.8545635369178
2025-12-08,1169.2789936344202,1289.1467458995894,1545.5079925813798
2025-12-09,1169.115990236687,1289.2458780179998,1553.8779055778093
2025-12-10,1168.670128864249,1285.2871074830282,1549.1473369622279
2025-12-11,1171.378612413892,1280.955694036968,1535.0775231381774
2025-12-12,1167.302068444947,1272.7073153521696,1506.060993096583
2025-12-15,1169.3635797550749,1270.4040286900001,1480.094949722854
2025-12-16,1164.507470412548,1260.0017034713983,1472.9297745375873
2025-12-17,1163.5729913292125,1259.6955873462969,1456.5776123310143
2025-12-18,1171.9356490765895,1273.0377760859649,1472.412418162925
2025-12-19,1177.0266255088418,1280.7145186768175,1499.0376911097464
2025-12-22,1178.3384344655594,1283.8932017033069,1516.4163775635002
2025-12-23,1178.7731743977802,1284.0844048239821,1502.6118765860515
2025-12-24,1180.823811443561,1290.0066182794733,1511.1483539978108
2025-12-29,1180.8399739285328,1291.620722166127,1508.9383068140683
2025-12-30,1184.0619800865213,1298.1634645135125,1525.709236852965
2025-12-31,1182.9647010154301,1295.825254919952,1511.9594503683313
2026-01-02,1187.6689442007387,1309.7811762531464,1549.8727032591019
2026-01-05,1200.9304019595966,1324.8801086597732,1592.9665228731308
2026-01-06,1208.9953111403931,1339.1678544142194,1609.5406630988025
2026-01-07,1207.7997826417593,1336.6141348710094,1596.782885564575
2026-01-08,1209.0487613915382,1332.9819489504891,1583.591865528635
2026-01-09,1214.6791690562554,1344.0303686456325,1594.483642194929
2026-01-12,1215.8574598687617,1349.6406043699442,1617.5013825850215
2026-01-13,1214.4433376324196,1347.4859013407336,1630.6206205454848
2026-01-14,1216.775309233788,1341.353189261668,1629.6965197429997
2026-01-15,1226.3693197019657,1358.5599104181376,1638.7017100086673
2026-01-16,1223.4373933550637,1349.4440119739777,1628.6007339234236
2026-01-19,1213.329655125685,1342.8222187164906,1595.1644406648243
2026-01-20,1206.1158089441292,1327.828069240709,1563.1136826003785
2026-01-21,1211.7136113733184,1337.5317189575621,1581.0065592615913
2026-01-22,1219.2562855906979,1347.3408966518368,1592.9630639519717
2026-01-23,1214.9678108004991,1340.0578699486243,1585.392422699703
2026-01-26,1213.5319292867955,1339.9132776204867,1570.2338992587195
2026-01-27,1214.7432502263873,1336.7450336856614,1580.6545073160564
2026-01-28,1214.4397304161178,1345.7814032847534,1599.4147486777222
2026-01-29,1210.3665846622087,1336.9380484338262,1544.6476526535237
2026-01-30,1212.0580727345402,1337.1382302342329,1546.4667352749102
2026-02-02,1221.9814239823525,1339.9369437992427,1514.812376615142
2026-02-03,1224.8685609775634,1345.0427233926825,1475.6426584685566
2026-02-04,1223.4489034178048,1340.926972315021,1424.2850579704448
2026-02-05,1215.748876061167,1327.4184299931799,1366.8948041196738
2026-02-06,1224.9489952382764,1340.0016981098918,1432.3130527034668
2026-02-09,1229.1972009217627,1347.9675752713235,1444.056352384756
2026-02-10,1230.9065712814104,1351.7685086045572,1439.1189333365774
2026-02-11,1232.0242992745725,1354.565888276018,1419.851663981879
2026-02-12,1226.2625924852211,1345.1068672740748,1398.7132564781332
2026-02-13,1230.7284194088625,1344.8597036977844,1424.3728686673044
2026-02-16,1230.359439655656,1347.2494762007088,1419.7104677589289
2026-02-17,1232.821257893322,1343.1869341015274,1403.192023436413
2026-02-18,1241.397306973342,1361.5955479960294,1422.6192733208647
2026-02-19,1237.2542515458788,1353.5585453475685,1416.956099082961
