date,sp500_ew,msci_europe,msci_em,msci_ageing,euro_govbond_1_5y
2024-02-22,0.011921835175663809,0.008835078534031426,0.0057088487155090295,0.010758921849659986,-0.0006386602327560498
2024-02-23,0.003831390211810781,0.004054492377554286,0.0004054601973240146,0.0038226538881134253,0.0009941063693814645
2024-02-26,-0.005325836547727558,-0.003715070263285325,-0.006079437989732539,0.0003923931735561048,-0.0010640561821664285
2024-02-27,0.001249297497073032,0.0011348897535667923,0.00326219926600535,0.008491372030162703,-7.101264024989007e-05
2024-02-28,0.0034612306457739717,-0.003886639676113357,-0.012057986722666336,-0.005552860882756638,-0.0001420353668064589
2024-02-29,0.0030436621375105055,-0.0006503007641033287,0.0030170049369171448,-0.00488907336907296,0.000568222174870403
2024-03-01,0.003641844563387009,0.006344558321132343,0.011484823625922846,0.00606987660051761,0.0002839497408957392
2024-03-04,0.003534195739849144,-0.00016165535079204485,-0.0029737766964044177,-0.0005222009563263796,0.0
2024-03-05,-0.002217521902816544,-0.002263540824575583,-0.00854121475054248,-0.002947371347967187,0.0011354765453126525
2024-03-06,-0.0006034760746230772,0.0035650623885918886,0.010802680158621625,0.008777291210338545,-0.00028354717516121397
2024-03-07,0.0023184613674551713,0.012110447279186198,0.0,0.0050511634633017,0.00113451038786061
2024-03-08,0.0033697604667661807,-0.0009572431397575354,0.0043290043290042934,0.010766736497766383,0.0015581840073659592
2024-03-11,-0.0028269066904699214,-0.003193867773874093,0.0013469827586207739,-0.00976016268778035,-0.000636447210239699
2024-03-12,0.0035022541835389998,0.010413329061198295,0.009147161689534444,-0.001456305324340601,-0.0007076139258420655
2024-03-13,0.001449825586413489,0.0017440938639605719,-0.0055985070647827095,0.0001238386485160614,0.0001416229995752083
2024-03-14,-0.003599481927336945,-0.0014245014245013454,-0.0006702412868632157,-0.006651650675557175,-0.010691022373265469
2024-03-15,-0.0028772952298381504,-0.0041210968457759956,-0.007645875251508949,-0.0035997400539916624,-0.0005725327417160919
2024-03-18,0.005891123040815183,0.00031831927423220385,0.002703433360367713,0.0037035908738907164,-0.0001432151808092863
2024-03-19,0.0015376806593478953,0.00222752585521091,-0.005931517929361196,0.0014078945072388827,0.0008594141660100973
2024-03-20,0.003548571210351792,0.0,0.004882017900732283,0.00015265311107048873,-7.155635062605636e-05
2024-03-21,0.014939018001370208,0.00873154468963322,0.01187584345479098,0.009248381237538794,0.0008587376556461468
2024-03-22,0.0008294709610248141,0.0007869058860561218,-0.00400106695118696,-0.00897658571798543,0.0003575003575002622
2024-03-25,-0.00527873562572434,0.00031451486082700875,-0.0024102838778790048,0.0014977181241329074,-0.0007862197126723425
2024-03-26,0.000916819229812349,0.002200911806319761,0.0016107382550336613,0.0036787511137224005,0.0005007153075822224
2024-03-27,0.007253436677690406,0.0014117647058824456,-0.0010720986330742255,0.007316767153044301,0.0012869092728962084
2024-03-28,0.012689133635831018,0.0026629072681705335,0.00845183793936144,0.00961827047312025,-0.00035701535166021703
2024-04-02,-0.011939874433998576,-0.008748633026089747,0.009179193827324683,-0.02543490288870609,-0.0008571428571428896
2024-04-03,-0.0024720965414459783,0.0029944838455475686,-0.00527287107830221,0.0045812393825481745,0.000357449242207597
2024-04-04,0.0009488547175726669,0.0009428032683846954,0.005565862708719838,0.004720044795928358,0.0005002501250623848
2024-04-05,-0.008755758966131899,-0.008634222919937318,-0.008170795993674096,-0.011091904191827595,-0.0002142857142857224
